job,currency
International aid/development worker,SEK
Technical brewer,FJD
"Engineer, land",MUR
Games developer,THB
Emergency planning/management officer,ZMW
Advice worker,ANG
Building surveyor,ZAR
"Accountant, chartered certified",ZWD
Pharmacologist,CUC
Acupuncturist,KHR
Market researcher,SAR
Electrical engineer,NIO
"Nurse, adult",KHR
Herpetologist,SOS
Database administrator,SHP
Clinical molecular geneticist,KZT
"Designer, exhibition/display",SBD
Regulatory affairs officer,MVR
Passenger transport manager,MVR
Research scientist (life sciences),SDG
"Conservation officer, nature",LSL
Wellsite geologist,ALL
"Radiographer, therapeutic",GNF
Advertising account planner,SRD
"Engineer, structural",MXN
Science writer,HTG
Retail manager,HRK
Amenity horticulturist,ERN
"Journalist, broadcasting",PKR
"Designer, fashion/clothing",SOS
Water engineer,KYD
Public librarian,LKR
"Engineer, building services",HUF
"Education officer, community",TZS
Volunteer coordinator,ZAR
Advice worker,GGP
Air broker,VUV
Applications developer,GBP
Public librarian,BRL
"Embryologist, clinical",UAH
Company secretary,INR
Barista,NOK
Patent examiner,TVD
Interpreter,GYD
"Engineer, manufacturing systems",AUD
Geophysicist/field seismologist,AOA
"Designer, television/film set",GIP
Product manager,MYR
Health and safety inspector,KMF
Travel agency manager,HRK
Writer,SPL
Health and safety adviser,SPL
Marine scientist,STD
Air cabin crew,PLN
"Pharmacist, community",AED
"Designer, furniture",DOP
Air traffic controller,NOK
"Development worker, community",XPF
"Scientist, audiological",ISK
Network engineer,BIF
"Exhibitions officer, museum/gallery",BSD
"Programmer, multimedia",USD
"Engineer, communications",GEL
Lobbyist,BWP
Control and instrumentation engineer,SVC
Engineering geologist,ZAR
Market researcher,LRD
Soil scientist,KYD
Illustrator,GTQ
Data scientist,KES
TEFL teacher,ILS
"Research officer, trade union",BZD
Barista,BDT
"Designer, industrial/product",MKD
Clothing/textile technologist,BIF
"Engineer, agricultural",BBD
"Surveyor, quantity",TND
Academic librarian,TOP
Sports therapist,CUC
Drilling engineer,SEK
Maintenance engineer,XCD
Music therapist,BWP
Medical physicist,PEN
Database administrator,CAD
Oncologist,DZD
"Education officer, museum",FJD
Clinical psychologist,SOS
Astronomer,SBD
Multimedia specialist,TWD
Industrial buyer,VND
Curator,NIO
Civil Service administrator,LAK
Restaurant manager,IMP
Primary school teacher,XOF
"Nurse, learning disability",AFN
Dealer,THB
Press photographer,LKR
"Journalist, magazine",TVD
"Conservation officer, nature",YER
"Investment banker, operational",PYG
Advice worker,MYR
Animal nutritionist,HRK
Ambulance person,DZD
Cytogeneticist,SAR
"Geologist, engineering",SLL
Chartered management accountant,MRO
Advertising account planner,DOP
Metallurgist,MXN
Quarry manager,DKK
Phytotherapist,ETB
Further education lecturer,SGD
Copy,PAB
Herpetologist,BTN
Careers information officer,BTN
"Investment banker, operational",EUR
Human resources officer,BHD
Radiation protection practitioner,BHD
Dramatherapist,JMD
Advertising copywriter,SAR
"Psychologist, forensic",MAD
Senior tax professional/tax inspector,NGN
Acupuncturist,DJF
Medical technical officer,NOK
Information systems manager,SEK
Homeopath,TMT
Ship broker,KHR
Museum/gallery curator,CLP
"Engineer, maintenance (IT)",SZL
Adult nurse,ILS
Meteorologist,PKR
Microbiologist,THB
Chief Strategy Officer,DKK
Personnel officer,QAR
Technical author,UAH
Brewing technologist,IQD
Electronics engineer,AOA
Magazine features editor,BSD
"Surveyor, land/geomatics",MDL
Art therapist,KHR
Curator,ISK
"Scientist, water quality",USD
Warden/ranger,PGK
Medical technical officer,VEF
"Engineer, electrical",FJD
Chartered accountant,TJS
Conference centre manager,KYD
Civil Service administrator,BGN
Food technologist,MWK
Building control surveyor,AED
Merchant navy officer,SOS
"Merchandiser, retail",ETB
Operations geologist,THB
Estate manager/land agent,UZS
Applications developer,ZMW
"Engineer, building services",COP
Civil Service administrator,DJF
Conference centre manager,KGS
"Journalist, magazine",NOK
Clinical embryologist,SZL
Paramedic,CUC
"Surveyor, minerals",PYG
Acupuncturist,BBD
Chartered accountant,SRD
Agricultural consultant,MXN
Politician's assistant,JOD
Personal assistant,VUV
Hotel manager,JPY
Sport and exercise psychologist,SPL
"Psychologist, counselling",MXN
Insurance broker,UZS
Land,HKD
Database administrator,MAD
Environmental health practitioner,COP
"Designer, furniture",DZD
"Teacher, adult education",BMD
Television production assistant,KRW
Microbiologist,JPY
Building services engineer,MZN
Research scientist (medical),KPW
Energy manager,BAM
"Engineer, technical sales",FJD
Technical sales engineer,SZL
Senior tax professional/tax inspector,DZD
"Producer, television/film/video",UZS
"Geneticist, molecular",VUV
"Surveyor, building",ZAR
Herpetologist,GTQ
"Scientist, water quality",TVD
Financial risk analyst,TRY
Advertising art director,MZN
Contractor,CNY
"Surveyor, building control",DKK
Immigration officer,PLN
"Engineer, energy",VND
Dietitian,PGK
Geoscientist,YER
Travel agency manager,MGA
Solicitor,NOK
Risk manager,DZD
Fisheries officer,DKK
Medical technical officer,GIP
Radiation protection practitioner,KES
"Secretary, company",TRY
Child psychotherapist,BTN
English as a second language teacher,GGP
Broadcast journalist,DZD
"Designer, interior/spatial",BRL
Environmental health practitioner,KMF
Human resources officer,JEP
Office manager,UYU
"Engineer, electronics",CUC
Probation officer,NGN
"Sales professional, IT",ERN
Social researcher,PHP
"Nurse, mental health",MUR
Podiatrist,LBP
Psychiatric nurse,MXN
Visual merchandiser,BOB
Commercial/residential surveyor,AZN
Veterinary surgeon,NZD
Restaurant manager,SHP
"Education officer, museum",TWD
Minerals surveyor,KRW
"Radiographer, diagnostic",PEN
Broadcast presenter,NOK
Orthoptist,AZN
Biomedical engineer,MUR
Lawyer,BND
Nature conservation officer,BHD
Public librarian,CVE
"Conservator, furniture",CNY
Naval architect,SDG
"Education officer, environmental",ZWD
Occupational psychologist,MMK
"Surveyor, quantity",UYU
Retail merchandiser,ANG
"Research officer, government",CRC
Dealer,UZS
Immigration officer,EUR
IT sales professional,HRK
Horticultural consultant,CLP
"Production designer, theatre/television/film",AMD
Television camera operator,SBD
Financial risk analyst,RWF
Careers information officer,SGD
Illustrator,MWK
IT consultant,ALL
Passenger transport manager,SGD
"Engineer, technical sales",XAF
Hydrologist,AUD
Public house manager,HKD
"Administrator, sports",MUR
Site engineer,PLN
Mechanical engineer,DZD
Freight forwarder,CUP
Geoscientist,JPY
"Engineer, manufacturing systems",PHP
"Nurse, mental health",IMP
Structural engineer,AZN
Administrator,JOD
Planning and development surveyor,TVD
Broadcast engineer,BDT
Garment/textile technologist,JOD
"Optician, dispensing",MUR
"Psychologist, educational",INR
Marine scientist,MXN
Archaeologist,LYD
Social researcher,UYU
Barrister's clerk,SLL
Chartered public finance accountant,PEN
Museum/gallery exhibitions officer,RON
"Scientist, research (maths)",PLN
Advertising copywriter,BAM
Cartographer,MWK
Horticultural therapist,GNF
"Lecturer, further education",LRD
Hospital pharmacist,KGS
Market researcher,PKR
Optometrist,INR
Aid worker,HKD
Advertising account planner,NAD
Environmental health practitioner,NGN
Legal secretary,IQD
Furniture designer,GNF
Outdoor activities/education manager,XCD
Theatre director,TTD
Equities trader,KPW
Haematologist,VUV
Comptroller,MAD
"Accountant, chartered",XCD
"Psychologist, clinical",CAD
Training and development officer,LBP
Scientific laboratory technician,ZMW
Neurosurgeon,XPF
Management consultant,TMT
"Teacher, adult education",MXN
"Scientist, research (medical)",LTL
"Therapist, speech and language",HKD
Facilities manager,DZD
Building control surveyor,STD
"Biochemist, clinical",MNT
"Surveyor, insurance",KYD
"Teacher, secondary school",MKD
Chartered certified accountant,BOB
Information systems manager,MVR
Higher education lecturer,BAM
Chartered certified accountant,NGN
"Engineer, materials",XDR
Claims inspector/assessor,FJD
"Biochemist, clinical",BAM
Public affairs consultant,PLN
Clothing/textile technologist,GTQ
Charity fundraiser,MRO
"Engineer, structural",SCR
"Lighting technician, broadcasting/film/video",COP
Museum/gallery exhibitions officer,IRR
Estate agent,ETB
Marketing executive,AFN
Social worker,DOP
Advertising account executive,BTN
"Merchandiser, retail",PEN
"Teacher, adult education",AUD
Data scientist,FKP
"Sales professional, IT",BMD
Gaffer,XOF
Air traffic controller,RON
Marine scientist,VUV
Cabin crew,FJD
Media planner,SCR
"Scientist, biomedical",KYD
Counsellor,UAH
Field seismologist,KZT
Associate Professor,TOP
Operations geologist,BRL
Chief Executive Officer,DJF
Ambulance person,GGP
Broadcast journalist,SEK
"Restaurant manager, fast food",RUB
Catering manager,XOF
"Education officer, environmental",HUF
Trade union research officer,XCD
"Engineer, manufacturing",ZWD
Public librarian,XOF
"Teacher, music",PGK
Industrial/product designer,SLL
Research scientist (life sciences),SLL
Teaching laboratory technician,XPF
Lobbyist,EGP
Environmental consultant,INR
Community education officer,ZWD
Customer service manager,NAD
"Accountant, chartered",CZK
Professor Emeritus,GNF
Medical secretary,TWD
Jewellery designer,HKD
Sports therapist,BDT
Rural practice surveyor,MGA
"Psychotherapist, dance movement",SYP
"Copywriter, advertising",LYD
Jewellery designer,ZWD
"Designer, fashion/clothing",CDF
IT technical support officer,USD
"Copywriter, advertising",ZAR
TEFL teacher,MRO
Commercial/residential surveyor,DKK
Holiday representative,SYP
Politician's assistant,BYR
Government social research officer,MKD
Insurance broker,ZAR
Rural practice surveyor,CDF
Newspaper journalist,AWG
Set designer,UGX
Production manager,HUF
Radio broadcast assistant,EGP
Ceramics designer,OMR
Chief Technology Officer,TZS
Health promotion specialist,SGD
"Engineer, aeronautical",PKR
"Secretary, company",AUD
Probation officer,PYG
Electronics engineer,PAB
"Engineer, communications",ZAR
Company secretary,GYD
Armed forces training and education officer,NOK
Aeronautical engineer,TZS
"Teacher, English as a foreign language",ETB
"Administrator, local government",MKD
Actuary,MMK
Publishing rights manager,AWG
"Embryologist, clinical",NPR
Volunteer coordinator,ARS
Oncologist,PLN
Theatre director,CRC
Communications engineer,BAM
"Designer, industrial/product",NGN
Exercise physiologist,KHR
"Civil engineer, contracting",SBD
"Lecturer, further education",LSL
Travel agency manager,FJD
Air cabin crew,KWD
Exercise physiologist,BHD
Press photographer,NAD
Warehouse manager,IDR
Theatre manager,BND
Armed forces training and education officer,LYD
Firefighter,CDF
"Accountant, chartered",KZT
"Chemist, analytical",KRW
Sports coach,MMK
"Scientist, product/process development",KYD
Civil Service fast streamer,BND
Water quality scientist,IRR
Accommodation manager,BBD
Social researcher,LYD
"Scientist, research (maths)",HKD
Publishing copy,DOP
Investment analyst,CLP
Sports coach,UYU
Physiological scientist,SHP
Herpetologist,MZN
Software engineer,DZD
Quality manager,AFN
Landscape architect,NGN
Sports therapist,MVR
Research scientist (life sciences),TZS
Multimedia specialist,PGK
"Doctor, hospital",BDT
"Engineer, agricultural",LYD
Meteorologist,RWF
"Clinical scientist, histocompatibility and immunogenetics",AUD
"Merchandiser, retail",ZAR
Teaching laboratory technician,XPF
Podiatrist,BHD
Counselling psychologist,TOP
Mental health nurse,BTN
Art therapist,VUV
Academic librarian,NZD
Art therapist,KGS
Chartered certified accountant,CHF
IT consultant,CZK
Futures trader,DJF
Data processing manager,CVE
Mechanical engineer,DOP
Animal nutritionist,KWD
"Surveyor, rural practice",CUP
Educational psychologist,XPF
Clinical molecular geneticist,ZAR
"Teacher, secondary school",SAR
"Exhibitions officer, museum/gallery",HKD
"Lecturer, higher education",LTL
"Solicitor, Scotland",PLN
Horticultural therapist,LYD
Financial adviser,BOB
"Nurse, adult",TVD
"Solicitor, Scotland",RUB
Chief Technology Officer,XCD
Ecologist,GGP
Financial manager,GGP
"Research officer, government",GEL
Oceanographer,STD
Theatre manager,BTN
Industrial buyer,AUD
Public relations account executive,TND
Archivist,GTQ
Warehouse manager,COP
Wellsite geologist,HRK
Arboriculturist,GMD
Product designer,GGP
Sports development officer,UAH
Clothing/textile technologist,TND
Medical sales representative,HKD
Mental health nurse,TRY
Printmaker,MXN
Product manager,UZS
Biomedical engineer,TVD
Commissioning editor,LKR
Information officer,HTG
Lawyer,AFN
Immigration officer,AOA
Technical author,CUC
Charity officer,ILS
Geophysical data processor,MVR
Financial trader,DKK
"Copywriter, advertising",PHP
Building control surveyor,DOP
Banker,MZN
"Engineer, mining",SGD
Health service manager,MYR
Dancer,GHS
"Surveyor, quantity",AFN
"Sales professional, IT",XDR
Commercial art gallery manager,BAM
"Programme researcher, broadcasting/film/video",BGN
Sport and exercise psychologist,GYD
"Psychologist, clinical",MYR
Interior and spatial designer,AMD
"Surveyor, quantity",RUB
"Lighting technician, broadcasting/film/video",CAD
Seismic interpreter,DOP
Building control surveyor,INR
Clinical biochemist,MOP
Diagnostic radiographer,TRY
"Psychologist, occupational",BSD
Hydrologist,CUP
"Engineer, water",CLP
Research scientist (life sciences),KWD
Clinical molecular geneticist,OMR
Freight forwarder,HUF
Equality and diversity officer,SCR
Communications engineer,BIF
Estate manager/land agent,IDR
Applications developer,GIP
"Surveyor, quantity",MYR
"Conservation officer, nature",SEK
"Engineer, electronics",SPL
Information officer,COP
Music therapist,BTN
"Engineer, automotive",SLL
Diagnostic radiographer,BMD
Systems analyst,GIP
Armed forces training and education officer,MDL
Forest/woodland manager,LAK
Lexicographer,MKD
"Engineer, energy",PKR
Cartographer,BND
"Chemist, analytical",NOK
"Research officer, government",XAF
Sales executive,LYD
Insurance underwriter,DKK
Economist,AED
Insurance underwriter,FJD
Economist,EGP
Field seismologist,UAH
"Librarian, academic",ARS
IT sales professional,PKR
Local government officer,ANG
"Sound technician, broadcasting/film/video",CDF
Scientific laboratory technician,GIP
"Psychotherapist, child",KYD
"Engineer, mining",VEF
Speech and language therapist,TTD
Audiological scientist,NGN
Health and safety adviser,BZD
Education administrator,AMD
"Psychologist, counselling",KGS
Multimedia programmer,USD
Teaching laboratory technician,IDR
"Designer, jewellery",PKR
Translator,SDG
English as a second language teacher,CNY
"Engineer, maintenance",SLL
Press photographer,BOB
Nutritional therapist,CUP
Print production planner,MVR
Curator,KWD
"Programme researcher, broadcasting/film/video",VND
Tax adviser,HRK
Immigration officer,SCR
Aeronautical engineer,ANG
Copy,DOP
Ship broker,XCD
"Therapist, speech and language",VND
Meteorologist,CLP
Environmental health practitioner,SEK
"Teacher, early years/pre",BAM
Archivist,NPR
Broadcast presenter,KWD
Consulting civil engineer,ERN
"Therapist, sports",THB
Teaching laboratory technician,TVD
Charity officer,CUC
Senior tax professional/tax inspector,GYD
Psychiatric nurse,AOA
Retail merchandiser,MGA
International aid/development worker,VND
Careers adviser,ZWD
Community arts worker,BOB
Location manager,BGN
Television/film/video producer,TTD
Multimedia specialist,SYP
Architectural technologist,SLL
Statistician,ZWD
Health and safety inspector,GNF
Tree surgeon,CUP
Transport planner,CRC
Camera operator,JPY
Electrical engineer,BZD
Health visitor,FJD
Architectural technologist,BTN
Osteopath,HKD
"Engineer, manufacturing systems",ALL
"Surveyor, building control",AED
"Scientist, biomedical",NAD
Trading standards officer,VUV
Garment/textile technologist,NPR
"Surveyor, commercial/residential",AUD
Site engineer,LTL
Clinical research associate,BWP
Patent attorney,SEK
"Geologist, engineering",RSD
Graphic designer,PHP
Environmental health practitioner,MMK
Ceramics designer,HRK
Marine scientist,HUF
"Accountant, chartered",BIF
"Civil engineer, contracting",XOF
Horticultural therapist,ZWD
Fashion designer,KYD
Physiological scientist,UGX
Chiropodist,RON
Social researcher,MWK
"Teacher, primary school",BTN
"Production designer, theatre/television/film",INR
"Engineer, materials",XAF
Recycling officer,ZWD
Pensions consultant,BND
"Engineer, energy",TJS
Pensions consultant,KES
Retail banker,JEP
Immigration officer,QAR
Equality and diversity officer,LTL
Consulting civil engineer,PHP
"Journalist, newspaper",BZD
"Teacher, music",TJS
Human resources officer,LAK
"Conservator, museum/gallery",ARS
"Surveyor, minerals",ILS
Product manager,ETB
Warehouse manager,AZN
"Physicist, medical",IMP
Barista,KWD
Ship broker,FJD
Petroleum engineer,MUR
Applications developer,ZAR
Research scientist (maths),BDT
Advertising copywriter,QAR
Chief Operating Officer,SZL
Probation officer,BHD
Travel agency manager,BWP
Equality and diversity officer,AWG
Product designer,KZT
Musician,VEF
"Accountant, chartered",MDL
Local government officer,BTN
"Designer, ceramics/pottery",KYD
"Buyer, retail",KGS
"Engineer, building services",SGD
General practice doctor,EUR
"Designer, textile",UZS
Visual merchandiser,GHS
"Pharmacist, community",KES
Barrister,HRK
Advertising art director,BZD
"Loss adjuster, chartered",XAF
Archaeologist,NAD
Medical laboratory scientific officer,CUC
Energy manager,NIO
Television/film/video producer,MMK
"Psychotherapist, dance movement",LBP
Electrical engineer,YER
Materials engineer,NZD
Editorial assistant,KMF
Hotel manager,DKK
Pension scheme manager,BMD
Learning mentor,JEP
Interior and spatial designer,QAR
"Nurse, mental health",NOK
Dramatherapist,MWK
Gaffer,TTD
"Psychotherapist, child",EUR
TEFL teacher,ZWD
Research scientist (physical sciences),NAD
Make,COP
Tax inspector,NPR
Community arts worker,MWK
"Education officer, museum",MVR
Human resources officer,SGD
Probation officer,AED
"Civil engineer, consulting",SCR
Glass blower/designer,PGK
Town planner,BWP
Operations geologist,MAD
Meteorologist,ETB
"Engineer, structural",AWG
Animal nutritionist,CUP
IT trainer,ZWD
"Engineer, agricultural",HRK
Occupational hygienist,BGN
Software engineer,BRL
"Engineer, building services",DKK
Product designer,EUR
Medical physicist,CUP
"Accountant, chartered",MGA
"Therapist, horticultural",CNY
Health visitor,CHF
"Designer, graphic",JEP
Estate agent,AZN
"Conservation officer, historic buildings",MZN
Fitness centre manager,LTL
Ship broker,TWD
"Programme researcher, broadcasting/film/video",PLN
"Engineer, chemical",TTD
Child psychotherapist,VEF
Communications engineer,TTD
Meteorologist,RUB
"Journalist, newspaper",GBP
Visual merchandiser,GBP
"Surveyor, minerals",BHD
Futures trader,NPR
Visual merchandiser,TVD
Historic buildings inspector/conservation officer,UZS
IT sales professional,TOP
Holiday representative,SPL
Glass blower/designer,AMD
Medical technical officer,SAR
"Teacher, secondary school",COP
"Administrator, charities/voluntary organisations",BZD
"Journalist, magazine",HNL
"Engineer, electronics",DOP
Dancer,AWG
Operational researcher,DOP
"Clinical scientist, histocompatibility and immunogenetics",BND
Field seismologist,CLP
Analytical chemist,PAB
"Editor, magazine features",CUC
Counselling psychologist,SVC
Information systems manager,HRK
Veterinary surgeon,GNF
"Psychologist, prison and probation services",SZL
Intelligence analyst,BRL
Event organiser,IDR
Data processing manager,XAF
"Psychologist, clinical",MOP
"Investment banker, corporate",BBD
"Scientist, marine",TVD
Podiatrist,GIP
Charity fundraiser,NAD
"Editor, film/video",RWF
"Biochemist, clinical",SRD
Cabin crew,LBP
Maintenance engineer,BND
"Nurse, learning disability",ZMW
Personnel officer,UGX
"Psychologist, clinical",PHP
"Horticulturist, amenity",CVE
Curator,OMR
Marine scientist,MGA
Patent attorney,BAM
"Psychologist, counselling",CNY
Best boy,IMP
Financial controller,TRY
"Engineer, broadcasting (operations)",SZL
Psychiatrist,CRC
Magazine features editor,IRR
Armed forces training and education officer,PLN
Clinical molecular geneticist,CDF
Lobbyist,TZS
Video editor,NPR
Therapeutic radiographer,KYD
Public relations account executive,TTD
Chief Operating Officer,AWG
"Research officer, government",KRW
Police officer,KZT
"Development worker, community",ERN
Software engineer,BSD
Regulatory affairs officer,SHP
"Lecturer, higher education",GEL
Clinical biochemist,BBD
"Production designer, theatre/television/film",FKP
Merchant navy officer,TMT
Microbiologist,TJS
"Education officer, museum",CDF
"Teacher, music",MNT
Network engineer,BRL
Nature conservation officer,NPR
Cabin crew,BAM
Chief Marketing Officer,MOP
Advertising account executive,ERN
"Sound technician, broadcasting/film/video",NPR
"Engineer, site",MUR
Metallurgist,AMD
"Designer, industrial/product",XDR
Bookseller,IRR
"Scientist, forensic",SZL
Petroleum engineer,BTN
Occupational hygienist,MGA
"Engineer, water",PKR
Financial risk analyst,SZL
Pensions consultant,SHP
Barista,WST
Insurance broker,GNF
Chartered legal executive (England and Wales),KGS
Building surveyor,HKD
Exhibition designer,AZN
Musician,BND
Agricultural consultant,MDL
Chief Operating Officer,RWF
Administrator,BDT
Banker,RON
"Surveyor, rural practice",SVC
"Horticulturist, amenity",RON
Mechanical engineer,IDR
Sales promotion account executive,TZS
Video editor,GGP
"Editor, film/video",TRY
Intelligence analyst,BND
Media planner,GTQ
Video editor,TVD
"Lighting technician, broadcasting/film/video",PAB
"Pharmacist, hospital",ARS
Insurance broker,ARS
"Designer, television/film set",AZN
"Teacher, English as a foreign language",NPR
"Engineer, electrical",BHD
Actor,GHS
Arboriculturist,UZS
"Copywriter, advertising",DKK
Sub,PHP
Tourist information centre manager,WST
"Producer, television/film/video",MAD
Print production planner,ILS
"Buyer, retail",KHR
Sales promotion account executive,DKK
Pathologist,MUR
"Conservator, furniture",ISK
Advertising account planner,THB
"Embryologist, clinical",LRD
Metallurgist,SAR
Conference centre manager,FKP
Regulatory affairs officer,ANG
Multimedia programmer,ANG
"Exhibitions officer, museum/gallery",NAD
Agricultural engineer,XCD
Trade mark attorney,JEP
Set designer,SGD
"Surveyor, building control",ARS
Animal nutritionist,MXN
Sports development officer,GYD
"Surveyor, hydrographic",RSD
Database administrator,TND
Commercial/residential surveyor,TWD
Web designer,KWD
Financial controller,SRD
Advertising copywriter,SOS
Writer,SOS
Medical illustrator,UYU
Building control surveyor,MUR
"Sound technician, broadcasting/film/video",SGD
Teaching laboratory technician,MVR
Electrical engineer,SAR
Surgeon,CRC
Aeronautical engineer,ETB
Stage manager,BIF
Proofreader,JOD
Dietitian,OMR
Theatre manager,SBD
Exhibition designer,JEP
Corporate treasurer,JEP
Environmental education officer,GIP
Petroleum engineer,PGK
"Biochemist, clinical",XPF
"Engineer, building services",ARS
"Engineer, maintenance",KHR
Graphic designer,PAB
"Designer, exhibition/display",WST
Historic buildings inspector/conservation officer,GNF
"Designer, television/film set",BIF
Pensions consultant,KES
Information systems manager,BMD
Operational investment banker,GBP
Air traffic controller,XPF
Chief Operating Officer,BHD
"Therapist, nutritional",MUR
Broadcast engineer,MVR
Secondary school teacher,NZD
"Accountant, chartered certified",SRD
Communications engineer,NOK
Furniture designer,ANG
Learning disability nurse,COP
"Psychotherapist, dance movement",ISK
Passenger transport manager,JOD
Translator,TRY
Camera operator,TVD
Energy engineer,HTG
Human resources officer,NGN
Electronics engineer,MNT
Financial trader,MNT
Tax adviser,RWF
"Surveyor, insurance",FKP
"Sound technician, broadcasting/film/video",ZMW
Acupuncturist,MKD
"Scientist, audiological",ANG
Audiological scientist,ALL
Advertising art director,CUP
Regulatory affairs officer,XDR
Horticultural consultant,WST
Make,CZK
"Scientist, audiological",KWD
"Scientist, audiological",TVD
Outdoor activities/education manager,LAK
"Engineer, electrical",IDR
Nutritional therapist,AWG
Insurance claims handler,SZL
Science writer,JPY
"Designer, exhibition/display",KZT
Camera operator,RWF
"Surveyor, minerals",IDR
"Surveyor, mining",MRO
Bookseller,BBD
Glass blower/designer,TMT
"Programme researcher, broadcasting/film/video",ANG
Tax inspector,TRY
Clinical research associate,IMP
Writer,BHD
"Engineer, communications",BAM
Public relations officer,CZK
Accommodation manager,CHF
"Engineer, land",UYU
"Conservation officer, nature",SLL
"Administrator, education",SGD
Glass blower/designer,MYR
"Clinical scientist, histocompatibility and immunogenetics",BMD
Health and safety adviser,SLL
Mechanical engineer,PLN
"Administrator, sports",PYG
Trading standards officer,RUB
Retail merchandiser,UZS
"Engineer, site",NIO
Sports development officer,TVD
Commercial horticulturist,SPL
"Nurse, children's",XAF
Soil scientist,MMK
"Teacher, special educational needs",CDF
"Designer, industrial/product",ZWD
Community pharmacist,PYG
Intelligence analyst,YER
Estate agent,MYR
Production manager,EUR
Theatre manager,MVR
Community arts worker,GEL
Field seismologist,BYR
Quality manager,UGX
Holiday representative,ARS
Ship broker,AOA
"Therapist, speech and language",ZMW
Diagnostic radiographer,UZS
"Engineer, aeronautical",FKP
"Scientist, water quality",ZMW
Oncologist,MRO
Research scientist (life sciences),VUV
Freight forwarder,HUF
"Scientist, physiological",SOS
Horticultural consultant,LBP
"Administrator, local government",ERN
Acupuncturist,RON
Network engineer,SRD
"Biochemist, clinical",BGN
Glass blower/designer,LKR
"Programmer, systems",UZS
Patent attorney,LTL
Maintenance engineer,MMK
Television floor manager,CZK
Diagnostic radiographer,PYG
Broadcast journalist,ZAR
Plant breeder/geneticist,PGK
Computer games developer,SLL
"Engineer, agricultural",KZT
Ambulance person,HKD
Petroleum engineer,NPR
Best boy,SGD
Building control surveyor,BMD
"Administrator, arts",IQD
"Surveyor, building",OMR
Maintenance engineer,BOB
Orthoptist,ARS
Freight forwarder,SVC
Event organiser,QAR
Chief Executive Officer,RSD
"Surveyor, land/geomatics",SZL
Arboriculturist,AFN
Clinical research associate,BRL
"Therapist, sports",IRR
Retail merchandiser,LSL
Landscape architect,DJF
Building control surveyor,IQD
Surgeon,SVC
Animator,LBP
"Surveyor, minerals",TTD
"Engineer, electronics",SDG
"Optician, dispensing",NOK
English as a foreign language teacher,SRD
Research scientist (maths),VEF
Public relations officer,STD
Advertising account planner,SLL
Planning and development surveyor,XOF
Geographical information systems officer,SYP
"Engineer, production",TVD
Government social research officer,HRK
"Accountant, chartered management",PGK
Heritage manager,NIO
Research scientist (medical),GHS
Speech and language therapist,SHP
Seismic interpreter,XCD
Landscape architect,XPF
Primary school teacher,DJF
Forensic psychologist,GEL
Insurance risk surveyor,VND
"Journalist, newspaper",GEL
Location manager,CNY
Clinical psychologist,ZAR
Textile designer,MXN
Set designer,DZD
Soil scientist,ALL
Health physicist,CHF
Phytotherapist,NGN
Press photographer,SVC
"Scientist, research (medical)",YER
"Research officer, political party",ILS
Planning and development surveyor,AUD
Veterinary surgeon,BWP
Social worker,LSL
Diagnostic radiographer,NOK
"Engineer, technical sales",IMP
Radio broadcast assistant,GMD
Psychiatrist,CZK
Software engineer,QAR
"Engineer, materials",CUP
"Surveyor, land/geomatics",TOP
Field trials officer,ETB
Forest/woodland manager,KES
Physiological scientist,ISK
"Designer, exhibition/display",HKD
Architect,TMT
Brewing technologist,AED
"Conservation officer, historic buildings",RON
"Radiographer, therapeutic",XCD
Chiropodist,GGP
Clinical embryologist,XDR
Art therapist,TTD
Insurance broker,JPY
"Engineer, maintenance",TTD
"Engineer, mining",ZMW
"Editor, film/video",SBD
Solicitor,AUD
Advice worker,CVE
Health and safety inspector,RSD
Materials engineer,HUF
Records manager,ZMW
"Civil engineer, contracting",PKR
"Engineer, agricultural",GEL
Structural engineer,CZK
Furniture designer,BIF
Academic librarian,BSD
Broadcast journalist,TND
Occupational therapist,TWD
Advice worker,PLN
"Secretary, company",SZL
"Sound technician, broadcasting/film/video",OMR
Sport and exercise psychologist,MNT
Fashion designer,ZMW
"Nurse, children's",LRD
"Engineer, manufacturing systems",TOP
"Designer, jewellery",MUR
Risk manager,LBP
Clinical psychologist,CNY
Network engineer,VUV
Corporate treasurer,LSL
Dramatherapist,ISK
Quality manager,MZN
Ranger/warden,FJD
Horticultural consultant,BZD
Graphic designer,VND
Set designer,BWP
Learning disability nurse,VUV
Hospital doctor,DJF
Paediatric nurse,JMD
Community pharmacist,COP
Theme park manager,BND
Gaffer,ZMW
"Civil engineer, contracting",TZS
"Teacher, early years/pre",ALL
Architect,KMF
Community education officer,NGN
Fish farm manager,AMD
"Social research officer, government",UZS
Network engineer,SCR
Health and safety inspector,RUB
Colour technologist,UZS
"Nurse, adult",RSD
"Civil engineer, contracting",UAH
"Engineer, chemical",CUP
"Engineer, automotive",UAH
"Surveyor, land/geomatics",CNY
Newspaper journalist,VND
Public house manager,KZT
"Administrator, education",CRC
Radio broadcast assistant,VEF
Restaurant manager,CNY
"Buyer, retail",PEN
Archaeologist,AZN
Orthoptist,SPL
Purchasing manager,MUR
Advertising copywriter,CAD
Farm manager,ARS
"Psychotherapist, dance movement",TOP
"Engineer, biomedical",GMD
Solicitor,HUF
"Producer, radio",JEP
Museum/gallery conservator,SRD
Exercise physiologist,IMP
